Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,Is Fraudulent,Account Age Days,Transaction Hour
0c0345fa-406b-4064-8e57-750ea3b0ea41,e852cd05-3ee9-45a3-9e2a-553d6d01e025,263.28,3/7/2024 22:58,debit card,toys & games,3,30,East Jonathan,tablet,1,159,22
8501d4c2-10e4-4aea-88bc-10b2a168cb28,339683a0-3028-449e-a635-25f0e171ae16,475.76,1/17/2024 10:58,PayPal,clothing,2,29,Muellerstad,mobile,1,143,10
4b798a5c-8400-439f-8e2c-491902645751,26695fcc-6a94-40e3-a9cf-698e355bdbdf,89.38,2/7/2024 2:13,credit card,health & beauty,4,35,Lake Elizabeth,mobile,1,315,2
0293493e-7c4f-4b2e-bcb0-838f380e9321,aa5bb186-5693-40ee-b0ec-84d30b680849,264.24,1/16/2024 7:04,credit card,toys & games,3,33,Jennifershire,mobile,1,150,7
402da312-6957-47a7-b513-40eb4a1c614e,1967927c-2316-420b-ab36-8f34b5632463,123.35,4/2/2024 19:54,debit card,toys & games,1,35,Port Christopher,desktop,1,20,19
77f985cd-261c-40c9-a2f9-b107491cddc9,a2101086-0387-4968-8586-135049f91e61,199.02,1/27/2024 2:56,debit card,toys & games,4,49,Maloneshire,tablet,1,316,2
bf43217a-c0d3-4e77-bb23-7eb77c44d1b9,0d4ba3b2-a21e-411d-b136-fca763eb1c17,675.74,3/16/2024 10:22,bank transfer,clothing,4,18,North Jacobmouth,desktop,1,214,10
b4c3e417-6627-449d-9923-8e554060a164,de73f019-973d-4cfb-ba04-1529b33a496c,352.67,1/12/2024 23:25,bank transfer,health & beauty,1,45,Murrayton,mobile,1,189,23
0b5286d8-853b-4276-b3b5-7b20c309c2e3,daebc1ea-4a8a-4029-99e3-cf5c9575c206,53.73,3/15/2024 14:11,bank transfer,toys & games,4,48,Popefort,mobile,1,364,14
39b77e1a-f7aa-4281-b04c-8c401dc1b2b3,0e6c7829-1e94-44ee-b841-9b95fd7531f6,21.24,1/13/2024 19:36,debit card,health & beauty,5,49,Barronview,desktop,1,223,19
66eecfd6-fa41-4c3b-bab3-07c76ad7d798,67c1fbc9-5830-4095-9ea8-174cbf88ab27,118.83,2/6/2024 22:06,debit card,health & beauty,1,30,Jasonberg,mobile,1,79,22
1b46cabd-fa15-47b7-91aa-f61e7c2724c1,a748a557-cf3d-4811-a1d1-811c7a7539e5,267.12,3/9/2024 0:04,credit card,home & garden,2,13,West Amy,tablet,1,39,0
74118581-84a5-477e-80de-4c795dc8af25,82563528-49f7-4806-9045-171f89daf51e,153.05,1/31/2024 3:10,debit card,electronics,3,27,Ramoston,mobile,1,177,3
bb26a794-4d18-4ef4-9010-b26dc36f9ad0,29104f1d-3db9-4250-b5f3-673dead657c1,615.52,2/9/2024 16:59,credit card,health & beauty,3,46,West Richardbury,mobile,1,238,16
0a5ba20d-69d5-4ff7-bb88-50f6d402dabe,5e031e9e-87de-4db8-96ca-2c5becb44559,31.08,1/17/2024 13:18,PayPal,clothing,2,32,Lake Jimmyfurt,tablet,1,147,13
4fef0df1-e9d7-41b8-b4ca-88f60632b729,221ff13a-1429-47b7-a6ca-bac1a035bdea,141.89,3/29/2024 4:57,debit card,clothing,3,32,Robbinsport,mobile,1,334,4
636856f2-8760-4f7a-a0d9-3176d3326c18,145ae1bd-4c17-4688-89b7-164304b7d6da,355.32,1/18/2024 20:26,debit card,home & garden,1,45,Morenostad,desktop,1,148,20
8e3efc28-4aa3-4df8-85f2-c5acea728490,77501c50-72cc-4e40-8f3e-48226a868f2f,16.05,3/17/2024 1:27,credit card,home & garden,3,22,West Kevin,mobile,1,213,1
5433bc54-bd96-47c6-b9fa-c5e677155c9b,1ac0b1a9-e8ee-4303-ba79-1e659fcce931,112.27,3/4/2024 0:33,credit card,electronics,1,33,Lake Robertchester,desktop,1,139,0
247de335-896b-4171-960e-fdb0e92524c4,2c644e55-dcb1-4578-9607-98dbea38bb36,56.33,2/4/2024 7:53,bank transfer,clothing,4,38,Howardborough,desktop,1,198,7
d9726a32-b097-48dd-9803-37ee6d1b8201,977b3c4a-de84-4dc4-8d52-365a54fe874c,183.16,3/6/2024 8:31,PayPal,toys & games,2,45,Brookeborough,mobile,1,273,8
2a62cfca-59f6-476b-bae3-e01cf013915d,f0e7a0df-354d-4355-8aa7-1d15a77da214,295.28,3/12/2024 7:28,bank transfer,home & garden,1,48,West Kevin,mobile,1,173,7
aa4c8ef8-1e0a-4657-92fd-659a1c22253c,32d5ea3a-f5c0-47db-9d4c-2f8ebd1adee5,71.57,2/17/2024 21:28,bank transfer,electronics,5,37,Medinafort,tablet,1,80,21
ed9801c8-fabb-4fc0-ba19-e0a7df267adf,29ae06d3-464d-4981-a7ec-abcbb5fcf53f,264.31,2/16/2024 20:34,PayPal,home & garden,5,52,Kylestad,desktop,1,298,20
08a0992e-eda9-4d68-a733-622f3a5c3eb8,7e841612-000a-4af0-bd94-62f5ba1bdb07,152.78,1/29/2024 23:11,debit card,home & garden,5,43,West Jamieland,tablet,1,119,23
fec2c684-e355-4832-9e6d-84ddac57d104,c8a9efe6-716f-4118-8fe9-10d73663cde5,244.2,1/22/2024 0:52,debit card,clothing,4,46,South Tara,mobile,1,190,0
53740e77-0a7a-4dcd-82a2-e82ddfe774a6,d5eb75bb-0654-45c5-afbd-ba84e790d54a,404.27,1/20/2024 3:22,credit card,electronics,2,17,North Joshua,mobile,1,348,3
c217760b-a18e-4963-b079-a4f08afbc930,3e8635c6-939f-4f38-b017-16f892a7e099,43.96,2/19/2024 22:57,debit card,electronics,4,22,Port Shaneberg,mobile,1,349,22
48bb3bd2-c616-4071-973a-270a829f19a7,e86a2850-b766-48b0-91e8-99cde25f2497,87.36,2/21/2024 13:41,PayPal,health & beauty,5,39,West Caitlinmouth,tablet,1,7,13
c1681a49-698d-4ff4-a445-c4f1aa13b9f5,bcb2d89b-74f7-41ef-ad78-61ab3222d5ff,96.07,3/15/2024 7:50,PayPal,toys & games,3,24,Williamside,desktop,1,119,7
35195f37-170f-4ae5-ad99-092744672112,7a355522-c78b-45dd-b221-2cd671231b4f,361.22,3/24/2024 15:53,debit card,electronics,3,36,Reyesberg,tablet,1,233,15
e9bc401d-d408-4ad4-b9a3-5d217f4ddea4,42c3553c-477c-4ed7-84e7-5bbb8fbfb418,86.51,1/25/2024 19:12,debit card,health & beauty,3,31,East Erikland,mobile,1,262,19
ffc2d68a-5717-465e-9c54-1e794f62e21b,07308817-5b75-4cbf-9b18-8e582c691d94,686.48,3/10/2024 9:30,debit card,home & garden,1,39,West Carolinetown,mobile,1,85,9
961b63c1-4b20-4513-b09d-7c5bedf12368,0c0826ff-010e-4e1f-bc8f-9eaaf9299f29,115.91,1/19/2024 8:58,PayPal,home & garden,2,27,Hernandezview,tablet,1,234,8
d4539b2d-2b55-4b42-b8cd-cd5a6603b486,c1d0af10-418f-457c-a362-eb191b5ca5ef,268.3,3/25/2024 8:49,credit card,health & beauty,4,48,South Michelle,desktop,1,1,8
286788e3-94bc-4d13-9e64-a20441c30cf9,a1e6015c-7935-436c-9fac-d33d359df79a,65.03,2/25/2024 0:47,debit card,toys & games,2,17,Deanside,mobile,1,167,0
ccc482ec-51bd-45bd-9499-fa8946ceab15,e6bf9d87-3dc1-4e14-92c3-cc09ceb447be,22.93,1/29/2024 20:04,credit card,toys & games,1,58,Richshire,desktop,1,103,20
147607a9-e7cc-4050-9c0a-8cb798e8f4af,80624244-ceb2-4bba-9e42-a9c3ff6565f4,556.02,3/30/2024 12:21,credit card,toys & games,5,16,East Ashley,tablet,1,132,12
d4d59c86-4003-45e5-9c0d-56d9e0a81015,e3c8980b-5492-458f-84c9-2394d5be02f5,51.05,2/5/2024 18:09,PayPal,electronics,3,39,Larryfurt,desktop,1,44,18
6a57a850-189a-4d96-b86b-5c6005d5f2c7,c09cabd8-696d-4f01-9905-90ea9aff03ad,10.59,1/11/2024 3:02,debit card,clothing,1,46,Lake Jamieshire,tablet,1,272,3
7b653e0f-2b4c-4772-992c-282ce0bf1f26,a16a3d44-8d89-469e-b509-eaf642d31863,847.22,2/14/2024 12:16,bank transfer,clothing,4,32,Port Danielville,mobile,1,11,12
001588cf-5c96-45ac-8bc7-29c064a06d33,787d07ac-26a4-4461-9eef-9ec48bc53f00,56.83,1/28/2024 15:36,debit card,toys & games,3,21,Port Adamhaven,tablet,1,321,15
65e598b8-20fe-40f9-84b4-2525e5d90035,4bc2448c-c33e-4058-949f-39f4ada47081,542.49,3/24/2024 22:29,PayPal,clothing,2,40,Castillomouth,tablet,1,242,22
f66e9461-c7a6-44e0-a515-a5e4a85f63fa,c856fc82-1e4a-4b01-a7a4-7c078d30c10f,31.21,2/18/2024 13:22,credit card,home & garden,5,26,Richardsonborough,mobile,1,219,13
329033cc-f09c-40bd-92ed-12f007f7029c,13668df7-ec72-48d4-ab7a-959aded1e8c0,105.36,2/20/2024 18:44,debit card,home & garden,5,27,New Jacksonton,desktop,1,347,18
a5a6b31e-d7db-4e7e-9446-ab02ad883c2b,95a94ecc-35ae-4120-bf1e-9599e4ae5c47,46.76,1/4/2024 12:27,PayPal,health & beauty,2,55,East Mark,mobile,1,60,12
d5afbace-4eb1-405f-9993-8ea07b95decc,cbd7852e-aa77-4487-8e67-a860ab6c53b9,133.05,1/31/2024 14:31,PayPal,clothing,5,25,West Eric,mobile,1,96,14
1ac39f8c-b3b4-4dc5-8df0-bd57f609663d,e75e17f3-65bd-40d5-a546-11fd982f397e,106.72,2/17/2024 4:00,credit card,health & beauty,3,22,South Kathyville,mobile,1,228,4
33693a01-961c-47b1-b3c1-3b78dff29c14,1d1c0113-3233-453f-8f61-fa3c1ec468ae,44.04,3/28/2024 14:20,debit card,toys & games,3,20,Kaylaport,tablet,1,133,14
e116e5e2-2b9c-4ed1-befc-bdbfde4f533e,d717e3b0-91e8-45aa-9c02-0816eef7c528,32.15,2/21/2024 21:52,debit card,clothing,4,35,North Jennifershire,mobile,1,194,21
0445dad3-bc7b-4d94-b3d0-299a9095ed23,4d6d4ed6-c288-4ee7-9f1d-2d39fb6b1040,839.3,3/19/2024 17:10,bank transfer,health & beauty,2,36,South Austinbury,mobile,1,65,1
08b61420-a883-4f93-9d21-afb299038d2e,80da4301-1a42-44a9-b988-5fcd68cca741,63.15,2/3/2024 2:39,credit card,clothing,5,40,Lake Martinland,desktop,1,145,2
50dede81-f811-427d-b4a3-232e47565d39,9398c179-eff5-4621-b564-c9f88ca48ac9,323.24,2/29/2024 4:08,credit card,toys & games,4,37,North Veronicaport,tablet,1,118,4
57c6bf34-a7ab-4e0b-8bb6-0d16c94804f4,9af60c78-23b0-4adb-aa84-c0b22989c610,150.28,1/31/2024 9:08,credit card,toys & games,5,23,New Jacob,desktop,1,260,9
20ade4ba-583f-4280-9308-663caa668c3a,48de0abc-e8ef-49ba-b48d-f91aaa09fd3e,159.28,3/9/2024 2:45,debit card,toys & games,1,42,West Jacob,tablet,1,287,2
af659543-5f30-462e-8d05-7734a610191a,112d92ac-8b99-4cbe-9474-5e5c49fdc236,1161.64,2/14/2024 14:16,debit card,health & beauty,5,36,Joshuaview,mobile,1,146,14
ba63eb43-bdf9-4a68-8872-2aad2ce9de12,321744af-6e24-4183-a821-77ea96d222bc,1213.67,2/5/2024 7:35,credit card,clothing,3,23,Thomasmouth,desktop,1,90,7
0599cc6f-a589-4efb-9a9d-96d0a2d37367,9c67236d-f473-4c7c-ad50-a03512fea31f,187.94,3/4/2024 9:41,credit card,toys & games,2,35,Ruizbury,desktop,1,253,9
9f6847cf-b6aa-4224-ba44-9cd204f55d95,f438019b-b8ad-46d0-a9cd-3e1cd1ae3313,11.41,1/3/2024 20:35,PayPal,electronics,5,28,Danielfurt,tablet,1,9,20
ac66b416-47a2-4788-b5d6-9f06adce2348,1cc8b0c8-399a-4410-a580-4d20eff7e6e4,94.46,3/5/2024 1:40,debit card,health & beauty,3,27,South Dakotaville,tablet,1,220,1
ecb35870-c7dc-4647-a8aa-7dd2488be329,50113ff2-620e-40bd-b08b-a44391e0bb0e,11.84,1/8/2024 15:18,PayPal,home & garden,5,39,Hurstmouth,desktop,1,223,15
12bf85d4-b844-4c41-b335-5604454a3b14,1665729f-ea5d-4c58-80c3-a581a25b91e1,506.36,2/9/2024 20:55,debit card,toys & games,5,40,New Johnport,mobile,1,41,20
d446a0dc-f691-4222-a1bd-34c3361bce9d,d473b654-6980-4905-b1e4-5633cd6521ea,211.68,3/19/2024 10:02,credit card,electronics,3,34,Carrollstad,mobile,1,87,10
5103641f-e01f-48cf-a592-43781c08261d,f7032265-a672-43b7-aee1-03c78e4c7c08,251.05,3/23/2024 22:59,credit card,health & beauty,1,31,Richardstad,tablet,1,7,22
de553ceb-ec58-42db-9ade-741ae448ae3a,31d8907f-5a32-49ad-9b32-c4aaf01f9938,171.68,1/6/2024 1:22,bank transfer,health & beauty,4,43,East Kellyport,tablet,1,74,1
3b57a59c-7fb0-423d-9894-b2ed129ff712,2338385b-97e1-4d73-8a80-7b15dde19758,530.29,3/18/2024 1:14,PayPal,clothing,3,33,East Kimberly,mobile,1,246,1
3902ee33-2d2e-43bf-a24f-148bff0a016d,5fbb6ed1-9d87-4604-afb6-bed9a3525916,17.91,1/30/2024 1:09,credit card,toys & games,4,34,New Mary,tablet,1,135,1
cb180914-6aeb-4d48-b65f-07f208ceddad,44e09e24-74b9-4041-9894-8734ad525faa,379,1/10/2024 20:08,debit card,home & garden,4,37,Christopherland,desktop,1,30,20
a35776e1-47d9-4c46-bfa5-ecd02f488518,aa81b9ff-034d-4d8e-bec6-ed29b8ae5d54,19.25,2/11/2024 16:54,bank transfer,clothing,1,32,Marymouth,mobile,1,131,16
8e864935-a205-490d-b193-341d8e90a1b0,7ac1febd-3e94-457e-bfe4-acf081dc8da0,104.07,1/7/2024 15:41,PayPal,electronics,1,43,Paynefurt,tablet,1,53,15
9759be63-925f-4a74-98ee-e810d77e7c96,20e10fdd-a900-4aec-830c-6826b0f40427,382,2/24/2024 15:45,credit card,electronics,4,40,Clinemouth,desktop,1,273,15
c0f46083-6681-4ada-9c14-6b1230787a0f,ae0c3166-bf1a-414e-bb5e-9a6d3c2c5cf5,216.17,3/15/2024 11:32,credit card,home & garden,1,41,Scottport,tablet,1,24,11
913952b7-b318-4a4b-9939-9428c7307e9e,26b375c9-63d1-496f-aaca-9e5985d8e546,189.53,2/28/2024 0:01,bank transfer,clothing,2,20,Jacquelineberg,desktop,1,255,0
9e688a54-0335-43eb-bb24-8a72e05c8676,8ffb8efa-334d-4810-82bd-821d583b5987,26.84,3/22/2024 3:27,bank transfer,electronics,4,32,Bryantville,tablet,1,360,3
3fda2da7-5cfd-4084-b727-6430229978a7,8ec06043-f502-443f-9399-7cd6f6e133b2,46.26,1/6/2024 10:28,credit card,clothing,2,30,North Rhondaside,tablet,1,12,10
fb23e98a-84d3-4234-8f97-f25664f4f072,e5d46c66-023c-4a4f-822b-b31124aa30da,119.02,3/10/2024 16:26,PayPal,electronics,5,30,New Julialand,mobile,1,163,16
b443bbc9-d766-43f0-8ed9-46cb60ff9e00,ddea8ffb-ca8f-4341-822b-09ea32a17efe,174.78,2/22/2024 8:15,bank transfer,home & garden,3,32,North Brendaside,mobile,1,268,8
55a9d0ba-aa5f-4af2-b248-b512c04d4c0e,35542862-daa7-4d65-a990-3ab9613efb0b,122.84,2/27/2024 12:07,debit card,health & beauty,3,60,Jenniferfort,desktop,1,134,12
f7835648-71e0-4ccb-b4db-4f953b1c650c,09cce9a6-6691-485a-a412-463c3bca3e04,145.91,3/20/2024 6:07,credit card,clothing,3,50,Copelandbury,desktop,1,189,6
1beef3a0-0b29-4295-be1f-a585a7cb68fd,6f76a8ae-6cb2-469c-a3ed-172437fa11d6,147.55,2/6/2024 12:52,bank transfer,clothing,4,29,Ortizchester,desktop,1,9,12
cbb1ec3d-ceb5-44fe-9cf0-43aa3eec62c7,cc809fbc-3e32-4531-a472-863c12638ca6,46.19,1/23/2024 11:49,PayPal,clothing,4,55,East William,tablet,1,310,11
9dce1e05-d717-4dff-8151-e300dba62cff,6e1f132a-30ed-4288-acb0-d7c4563cddb1,147.29,2/13/2024 19:02,debit card,clothing,3,23,Mooreville,tablet,1,132,19
8c6df6b1-0539-4cb3-a13e-3efb5a44041c,a406e6a6-4a44-4e9a-8a73-a4db55e483f9,34.72,3/24/2024 3:37,credit card,electronics,5,35,Port Adrian,mobile,1,59,3
cb4cce6b-08e2-409d-a9d7-db77b556b7eb,916ae210-4c70-4983-8694-85bdda131963,51.71,3/29/2024 15:27,credit card,health & beauty,1,31,North Jason,mobile,1,294,15
660688c9-3f69-43b9-a196-7b9b6eebfe5e,31e51a9d-c384-4b29-b3a1-e71ff592a259,71.16,1/20/2024 16:12,bank transfer,health & beauty,5,52,New Karen,tablet,1,131,16
9daf24bf-9284-4702-88f1-2e3f758595e7,21a1fd2b-cc62-46d4-afbd-7e286b8ec135,703.19,3/19/2024 14:27,bank transfer,home & garden,5,40,Burgessfurt,mobile,1,178,14
4b383695-788c-440b-9540-d5327a7b83b8,d8308a3d-d476-423c-a88b-1b00c6743a1e,460.35,4/1/2024 4:26,credit card,electronics,3,52,Reyesmouth,tablet,1,241,4
6bfe72ad-0832-437f-b70a-cada2cb88591,1105d1c2-c766-4976-87fa-662dba0a3f5d,77.78,2/8/2024 4:59,debit card,home & garden,4,45,Haysshire,tablet,1,177,4
652eccc9-5606-4bfa-b134-33604eab89df,e68e69e4-62d2-43ad-9c8f-bd5a2a44d4ee,116.96,3/12/2024 18:22,debit card,home & garden,3,20,Lisastad,tablet,1,93,18
4df50d7d-48ce-4494-8f79-2573f86e3caa,bdfc1ec0-c3ff-42eb-a228-42913aea1bd6,894,2/14/2024 6:06,credit card,clothing,4,37,South Rachel,desktop,1,95,6
bf1ad54a-5bd1-41ba-aab5-2ede5d0d799d,4d5496a7-23f3-4fb4-80da-c6041d9aa7f3,868.43,2/12/2024 4:11,PayPal,clothing,4,29,Port Omar,tablet,1,114,4
6b8af33b-b9fd-4142-8dc8-21fc34f2cf44,646735a7-0700-4bdd-a8f8-8e51dbbb8784,104.25,3/25/2024 22:31,credit card,electronics,5,29,Port Jenniferside,desktop,1,243,22
9e36d3af-422b-4784-8c0e-9a19a2de7898,8a655f8b-2461-4dcf-9b29-3159a0f75e07,26.11,3/30/2024 17:24,debit card,electronics,3,36,East Aaron,desktop,1,45,17
dbcf8336-e8f8-4214-859f-ab7464e719d9,c1bdc518-077a-4577-b074-51bb399bc1e6,86.48,2/22/2024 2:04,bank transfer,clothing,5,41,North Angela,tablet,1,257,2
4c85b673-eea0-43c4-a6cb-ec4715d7b677,d0e00176-2cae-4080-bf5f-c13e98e869b3,73.3,2/23/2024 22:59,credit card,toys & games,1,42,Arnoldbury,mobile,1,67,22
b8a6c551-2fd1-438b-b960-29cc51205d8f,a5b3dc58-cff4-4419-a624-b16bd745829e,187.37,3/30/2024 1:17,PayPal,toys & games,4,38,East David,mobile,1,45,1
e6ae6529-948f-4c21-b114-f836f5cbee94,2b082408-ebf7-4285-9658-6aa35baab158,77.83,1/7/2024 22:37,PayPal,toys & games,4,63,Manuelland,desktop,1,315,22
13dd0ce0-a201-4685-95b6-e28ece0f9f8f,42751b85-ef68-4e22-8c93-130493fdbe6b,14.34,2/23/2024 22:45,credit card,toys & games,5,41,Port Krystal,tablet,1,185,22
c00e405a-c16c-401e-8ec4-222821300d9d,0825716e-8166-476d-9ac5-ed59f5fd6d88,385.8,2/20/2024 16:01,debit card,health & beauty,1,35,Lake Sarah,mobile,1,124,16
08b45a8e-b545-45d8-89ef-0599e5fbc069,765e8076-ab50-4573-8734-04e0c3fe5630,186.28,2/28/2024 19:44,credit card,health & beauty,4,39,Evelynhaven,tablet,1,354,19
4a2bbfa3-877f-4bd0-a825-a8222bbf5a2e,a559cd8f-869c-426c-ad9f-9833c14c481d,34.24,1/24/2024 9:50,bank transfer,electronics,3,20,West Timothyport,mobile,1,176,9
e69a48c5-eef8-4de1-bc06-c6d7f23f8c95,0f757a20-ae1f-481f-97b9-b8f74f6d94fe,147.66,2/25/2024 0:39,debit card,toys & games,1,41,New Allison,mobile,1,286,0
92576bfb-1b16-4bd5-8fb0-e46e31c03c7e,67be4c29-f281-4829-a0e6-d829b08024ae,258.95,2/18/2024 11:26,credit card,electronics,1,38,Jeffersonhaven,desktop,1,181,11
da0a7b0d-accf-4ff2-a9cf-f4015b59f18a,d974d66e-2c25-4652-8545-85b27d77a0a3,119.62,2/18/2024 3:17,bank transfer,health & beauty,3,19,New Williamtown,tablet,1,92,3
30ef7f64-275f-49df-97b2-f2eab7c31ffb,d68d150f-cf24-4c6d-a3a1-f0bdb14a487b,706.2,2/12/2024 21:09,credit card,toys & games,1,33,Martinland,desktop,1,264,21
d766624f-8f66-468a-97af-481fe79ae2a6,d0fa4673-b0f6-47ce-a89c-f0936c2c00b5,130.44,2/29/2024 1:08,credit card,clothing,5,55,Leeland,tablet,1,219,1
fb1c1e73-4716-4098-b6b4-abee766ccfbe,a9a360b4-7f08-44a3-9460-568bd42163fa,123.77,3/25/2024 15:50,debit card,health & beauty,4,42,South Davidstad,desktop,1,186,15
786da9ef-0d9b-497e-b5a9-0ee4e4af0e14,e7d4e18a-041d-41c6-9e04-1966f73e6c06,36.31,1/23/2024 16:39,credit card,health & beauty,2,42,Michaelchester,tablet,1,287,16
8e81b36e-9d2d-456e-9508-bf9acf1b6a7a,5b0831a1-64f0-464b-829d-4dc1bc228172,478.72,1/19/2024 18:17,credit card,health & beauty,4,36,West Roger,mobile,1,205,18
eddfc3f2-7a60-452e-bd19-21f4d831d6ba,845915a9-2748-47d3-a4ad-2007ad7e962f,109.55,3/17/2024 4:42,debit card,clothing,1,62,Amychester,tablet,1,182,4
add76b9e-ae66-4624-a97f-fdc049614926,72e760ed-ad02-409f-8cf7-f0445c028025,36.14,3/3/2024 14:49,bank transfer,home & garden,4,32,Lake Alejandrohaven,mobile,1,170,14
fe6c9485-a94c-43f7-88fa-61161c75f731,00888f35-a575-430b-92b4-e3c301a11287,52.55,1/27/2024 20:57,credit card,home & garden,1,25,Troyside,tablet,1,90,20
c97c6d9f-e7df-4472-bf58-178d3f37b4c9,58e740ea-67f2-4e5d-8b96-87d77c2241bf,375.25,1/18/2024 1:21,bank transfer,health & beauty,2,46,Mccarthytown,tablet,1,60,1
f79c655d-18e0-41f8-8aec-a3fd4b30ff0a,308fd5ba-f82e-49cb-ba03-061a4dffa459,493.39,3/22/2024 9:49,PayPal,toys & games,4,48,Tannerbury,mobile,1,331,9
3840df25-0c37-491f-9276-6c7e2e2f49f0,e61351cb-de8b-4a44-9991-b2b94da5c272,40.42,3/16/2024 14:03,bank transfer,toys & games,5,31,Amybury,mobile,1,242,14
bbad91f5-4522-40c2-9ee1-6361887a1723,e662baa3-0465-4ae0-8151-9b02a97d8596,12.39,3/1/2024 1:12,debit card,electronics,2,53,Tonymouth,desktop,1,337,1
aadb4336-6be4-4441-a7d2-397048466bfc,ff4c3efa-fadb-4418-ab43-9f63eaa1373d,31.97,2/19/2024 21:38,credit card,electronics,5,38,North Diane,tablet,1,313,21
f430dfa3-2f82-4e67-b527-c9280b6afe87,b33e9f30-8d0c-43bc-84d7-dfc0c7c167e9,158.77,2/6/2024 2:06,bank transfer,electronics,1,30,Melindaview,desktop,1,21,2
0764a5a1-0a61-4a7f-8805-f0a71dc0da28,4a068aa0-a91b-491f-aab4-331fefbf8a75,70.88,3/21/2024 7:21,credit card,toys & games,1,30,West Ashley,desktop,1,18,7
b8a2decb-575e-43ff-b30f-2d45554bdef6,9f55ff1a-a308-43b3-97a4-ba77af735549,201.85,2/16/2024 23:52,credit card,home & garden,3,44,Acostatown,mobile,1,240,23
2bc9663e-717a-4651-af39-d6bfd2177bc1,b8efdfa1-37cd-4c80-96ac-62e0016e65ab,525.74,3/4/2024 21:37,PayPal,home & garden,5,29,Martinezfurt,desktop,1,22,21
